"","X","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"844",149,"RT @sdrednoticias: Tijuana #Xolos vs LA #Galaxy: 90 minutes to catch up http://t.co/jQVc684KuI #sports",FALSE,0,NA,"2014-03-17 19:06:33",FALSE,NA,"445637329848250368",NA,"web","jonyrico",1,TRUE,FALSE,NA,NA
"2364",174,"Want to own the latest #mobile phone? #Samsung #Galaxy S4; Compare best deals, http://t.co/JzluS0L0IJ",FALSE,0,NA,"2014-03-19 18:32:32",FALSE,NA,"446353542690123776",NA,"<a href=""http://tweetadder.com"" rel=""nofollow"">TweetAdder v4</a>","EasyDealMobiles",0,FALSE,FALSE,NA,NA
"3968",295,"FREE phones, Best tariffs, All networks, #Samsung #Galaxy S4; Buy now! http://t.co/JzluS0L0IJ",FALSE,0,NA,"2014-03-24 12:28:03",FALSE,NA,"448073756859432960",NA,"<a href=""http://tweetadder.com"" rel=""nofollow"">TweetAdder v4</a>","EasyDealMobiles",0,FALSE,FALSE,NA,NA
"3049",68,"Just get my new galaxy note 3 ready for party with this phone #galaxy #note3",FALSE,0,NA,"2014-03-18 21:17:16",FALSE,NA,"446032613245870080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ivangama92",0,FALSE,FALSE,NA,NA
"4056",84,"#space #galaxy #stars http://t.co/DgET7LgCyi",FALSE,0,NA,"2014-03-25 21:54:12",FALSE,NA,"448578624573431808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OCEAN_912",0,FALSE,FALSE,NA,NA
"2162",271,"#samsung #galaxy #core #duos #flip #cover #made #in bubblebloomshop . @ willson's residence http://t.co/AUchG99q8P",FALSE,0,NA,"2014-03-17 15:16:28",FALSE,NA,"445579428018798592",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","willsonhere",0,FALSE,FALSE,106.57054661,-6.16130824
"3138",58,"Im officially starting to hate my #Samsung #galaxy #grand even though it is helping me with keeping my pockets organized.",FALSE,0,NA,"2014-03-19 22:16:09",FALSE,NA,"446409818354753537",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Alive2bother",0,FALSE,FALSE,NA,NA
"2201",11,"RT @maximaxoo: #Space: #Andromeda #galaxy in different wavelengths
http://t.co/akW9U8ZYlo via @sagansense http://t.co/LB4kYSn7AX",FALSE,0,NA,"2014-03-19 23:37:42",FALSE,NA,"446430342950703105",NA,"web","KikuVasNormandy",78,TRUE,FALSE,NA,NA
"827",132,"RT @CortesDayna: Fuck missing the #iPhone. The #galaxy has everything better #music #camera #emoji #TeamGalaxys4 http://t.co/NgRBAv9EQJ",FALSE,0,NA,"2014-03-17 19:29:23",FALSE,NA,"445643074153480192",NA,"<a href=""http://twitter.com/247preapproval"" rel=""nofollow"">247Preapproval.com</a>","Dirtemoji",3,TRUE,FALSE,NA,NA
"1137",143,"#Samsung 's GalaxySIII EXPLODED! http://t.co/kdSRXB4upt  http://t.co/LP8GGIpi9C
BUG http://t.co/yrFFRrEV5D
 #BBC #CBS #CNN #Galaxy Korea",FALSE,0,NA,"2014-03-17 19:12:39",FALSE,NA,"445638862547587072",NA,"<a href=""http://www.twisuke.com"" rel=""nofollow"">„ÉÑ„Ç§Âä©„ÄÇ</a>","fukuda_2000",0,FALSE,FALSE,NA,NA
"2419",30,"RT @maximaxoo: #Space: bright #spiral #galaxy Messier 63, the 'Sunflower Galaxy'
http://t.co/AljucahHeu via @apod http://t.co/8SIuwmhGoV",FALSE,0,NA,"2014-03-21 22:44:30",FALSE,NA,"447141728869302272",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry¬Æ</a>","jurylady5",66,TRUE,FALSE,NA,NA
"1090",96,"RT @maximaxoo: #Space: barred #spiral #galaxy NGC 1300 and its striking dominant central bar
‚ñ∂http://t.co/8zEQC3Tvxo via @apod http://t.co/‚Ä¶",FALSE,0,NA,"2014-03-17 20:31:33",FALSE,NA,"445658722233491456",NA,"web","gwenewer",45,TRUE,FALSE,NA,NA
"1613",21,"If you get me these I know it's real Ì†ΩÌ∏ç‚öΩÔ∏è‚ù§Ô∏è #galaxy http://t.co/XzOC5Hnu3D",FALSE,0,NA,"2014-03-17 23:05:42",FALSE,NA,"445697512247025664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_haleeek_",0,FALSE,FALSE,NA,NA
"339",42,"Looking for the latest Pay Monthly phone? Samsung #Galaxy 3 Mini; See deals now! http://t.co/JzluS0L0IJ",FALSE,0,NA,"2014-03-17 22:24:50",FALSE,NA,"445687230682890240",NA,"<a href=""http://tweetadder.com"" rel=""nofollow"">TweetAdder v4</a>","EasyDealMobiles",0,FALSE,FALSE,NA,NA
"3541",66,"Shoes.c: #day22 #marchphotochallenge #wantsobad #infinity #galaxy #vans http://t.co/vrsPTbe3Uw",FALSE,0,NA,"2014-03-22 22:34:58",FALSE,NA,"447501717794725889",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","JessicaDawnX3",0,FALSE,FALSE,NA,NA
"50",50,"RT @PrtSkinDigital: Marble Texture Digital Paper Pack http://t.co/CnBLpK60ay #galaxy #moon #background #texture #scrapbooking #crafts #bizi‚Ä¶",FALSE,0,NA,"2014-03-18 16:32:41",FALSE,NA,"445960996365287424",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","scrappily_chic",1,TRUE,FALSE,NA,NA
"1402",109,"Unlocked iPhones &amp; Samsung Galaxy phones now available in major US cities http://t.co/u6dF1scG0b #iphone #galaxy #Miami #NewJersey",FALSE,0,NA,"2014-03-17 20:01:44",FALSE,NA,"445651214689402880",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","expertz_ca",0,FALSE,FALSE,NA,NA
"3266",186,"Looking for a brand new mobile? What about #Galaxy Note 2 (Titanium Grey) Unmissable offer! http://t.co/mtPL6eg90V",FALSE,0,NA,"2014-03-19 17:49:03",FALSE,NA,"446342601965191168",NA,"<a href=""http://tweetadder.com"" rel=""nofollow"">TweetAdder v4</a>","EasyDealMobiles",0,FALSE,FALSE,NA,NA
"3295",16,"The hallway decorations at work! #DrSeuss #Galaxy http://t.co/l1NO9TuFfx",FALSE,0,NA,"2014-03-20 23:16:39",FALSE,NA,"446787432852512768",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","lynnd15",0,FALSE,FALSE,NA,NA
"3179",99,"RT @maximaxoo: #Space: #Andromeda #galaxy in different wavelengths
http://t.co/akW9U8ZYlo via @sagansense http://t.co/LB4kYSn7AX",FALSE,0,NA,"2014-03-19 21:55:12",FALSE,NA,"446404548014260224",NA,"<a href=""http://www.nyoozly.com"" rel=""nofollow"">nyoozly</a>","lisadesai01",78,TRUE,FALSE,NA,NA
"1210",216,"#Icecream #galaxy #chocolate #chinese #Film  #ChanningTatum  perfect night in on my own!:) http://t.co/ZgyX9ko9rf",FALSE,0,NA,"2014-03-17 16:53:48",FALSE,NA,"445603922032726016",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","ShannonCiddie",0,FALSE,FALSE,NA,NA
"225",27,"#Samsung #Galaxy S5: Verizon Might Not Like One Of Its Features http://t.co/bEMqkuWKNg",FALSE,0,NA,"2014-03-18 22:36:14",FALSE,NA,"446052487133290496",NA,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","Manuel_Delgad0",0,FALSE,FALSE,NA,NA
"679",83,"RT @Samsung_Saudi: Vote for the idea you loved on http://t.co/3w2z1hn7rf, and have a chance to win a #Galaxy #Note3! 
#LaunchingpeopleKSA",FALSE,0,NA,"2014-03-19 06:39:46",FALSE,NA,"446174171119505408",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry¬Æ</a>","sultan_almater",10,TRUE,FALSE,NA,NA
"1058",64,"#Samsung #Galaxy #Gear #Smartwatch. Compatible with Galaxy Note 3 and other Galaxy #smartphones. http://t.co/abupO6I7Z9 via @amazon",FALSE,0,NA,"2014-03-17 21:40:11",FALSE,NA,"445675990832803840",NA,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","Qaszt",0,FALSE,FALSE,NA,NA
"1103",109,"Unlocked iPhones &amp; Samsung Galaxy phones now available in major US cities http://t.co/u6dF1scG0b #iphone #galaxy #Miami #NewJersey",FALSE,0,NA,"2014-03-17 20:01:44",FALSE,NA,"445651214689402880",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","expertz_ca",0,FALSE,FALSE,NA,NA
"1484",191,"RT @LincolnsBoombox: Wilhelm observed the creatures consume electricity with their tentacles. #Sony #iPad #iPhone #Samsung #Galaxy #SXSW ht‚Ä¶",FALSE,0,NA,"2014-03-17 17:55:57",FALSE,NA,"445619560087965696",NA,"web","VictorianSteam",1,TRUE,FALSE,NA,NA
"3448",71,"RT @boutthatkimk: So much good #Galaxy",FALSE,0,NA,"2014-03-21 22:08:56",FALSE,NA,"447132780468502528",NA,"web","WajidMahnoor",151,TRUE,FALSE,NA,NA
"991",296,"Happy st.Patrick's day..‚Üí‚ôß‚ô£‚ôß‚Üê #emojis #galaxy #notthesame #itwillwork",FALSE,1,NA,"2014-03-17 13:47:16",FALSE,NA,"445556977025171456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LauraAnn22",0,FALSE,FALSE,NA,NA
"4113",141,"#offend #phrase #razor #duration #galaxy http://t.co/RmhQ7LmWWI",FALSE,0,NA,"2014-03-25 20:06:32",FALSE,NA,"448551527054319616",NA,"web","jonnysurf",0,FALSE,FALSE,NA,NA
"288",90,"Samsung Galaxy backdoor allows files access on the mobile's storage
http://t.co/JHWe8Ryy1B
#securityaffairs #Samsung #backdoor #Galaxy",FALSE,0,NA,"2014-03-18 20:28:15",FALSE,NA,"446020275969462272",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","securityaffairs",0,FALSE,FALSE,NA,NA
"2255",65,"#NewTrendAlert! !  Show off your style or promote your business with a personalized #iPhone or #Galaxy Protective... http://t.co/niVyv4lbz6",FALSE,0,NA,"2014-03-19 22:12:01",FALSE,NA,"446408778070888448",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","CMGfilms_online",0,FALSE,FALSE,NA,NA
"2246",56,"RT @maximaxoo: #Space: #Andromeda #galaxy in different wavelengths
http://t.co/akW9U8ZYlo via @sagansense http://t.co/LB4kYSn7AX",FALSE,0,NA,"2014-03-19 22:20:06",FALSE,NA,"446410813633740800",NA,"<a href=""http://www.myplume.com/"" rel=""nofollow"">Plume¬†for¬†Android</a>","Faisal_618",78,TRUE,FALSE,NA,NA
"1107",113,"RT @securityaffairs: Samsung Galaxy backdoor allows files access on the mobile's storage
http://t.co/JHWe8Ryy1B
#securityaffairs #Samsung #‚Ä¶",FALSE,0,NA,"2014-03-17 19:52:01",FALSE,NA,"445648772547108864",NA,"<a href=""http://stone.com/neue"" rel=""nofollow"">Twittelator Neue</a>","fedperez",1,TRUE,FALSE,NA,NA
"2868",84,"#Amber #rayne #fucks #her #girlfriend #in #Mandeville [#Galaxy #escorts 664]:  http://t.co/7LufsScfBl",FALSE,0,NA,"2014-03-26 06:06:45",FALSE,NA,"448702577450811392",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","anauanale",0,FALSE,FALSE,NA,NA
"2421",32,"Two soccer teams, one blurring border via @AJAM  http://t.co/HYmEi84Gmk #Xolos #Tijuana #Galaxy",FALSE,0,NA,"2014-03-21 22:39:57",FALSE,NA,"447140583266471936",NA,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","Offfe_",0,FALSE,FALSE,NA,NA
"3423",46,"‚Äú@maximaxoo: #Space: bright #spiral #galaxy Messier 63, the 'Sunflower Galaxy'
http://t.co/8JWKCJ370t via @apod http://t.co/xkr8e5nCXV‚Äù",FALSE,1,"maximaxoo","2014-03-21 22:26:25",FALSE,"447133334435799040","447137177642606593",21641427,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BitTutor",1,FALSE,FALSE,NA,NA
"1521",228,"RT @pr3ttypatt9: @SamsungMobileUS Just got my Galaxy Note 3. Love it so far #Galaxy",FALSE,0,NA,"2014-03-17 16:28:46",FALSE,NA,"445597623240511488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IchigoKurasakiB",1,TRUE,FALSE,NA,NA
"1370",77,"Ova 600 views in 2days. #Maloweezy Latest Release ""Guh weh dutty Sugar Guh weh dutty Cancer"" #Galaxy Riddim... http://t.co/MBqY3RuYCi",FALSE,0,NA,"2014-03-17 21:08:27",FALSE,NA,"445668007537549312",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","TeamBadSlave",0,FALSE,FALSE,NA,NA
"484",187,"Unlocked iPhones &amp; Samsung Galaxy phones now available in major US cities http://t.co/u6dF1scG0b #iphone #galaxy #Miami #NewJersey",FALSE,0,NA,"2014-03-17 18:01:48",FALSE,NA,"445621032809136128",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","expertz_ca",0,FALSE,FALSE,NA,NA
"1705",113,"RT @securityaffairs: Samsung Galaxy backdoor allows files access on the mobile's storage
http://t.co/JHWe8Ryy1B
#securityaffairs #Samsung #‚Ä¶",FALSE,0,NA,"2014-03-17 19:52:01",FALSE,NA,"445648772547108864",NA,"<a href=""http://stone.com/neue"" rel=""nofollow"">Twittelator Neue</a>","fedperez",1,TRUE,FALSE,NA,NA
"1986",95,"Galaxy Note 3 Organic Leather Sleeve | GT40 | http://t.co/jnqgYVZ1gU | #GalaxyNote3Sleeve #Note3Sleeve #Note3Portel #Note3Cover #Galaxy...",FALSE,0,NA,"2014-03-17 20:31:39",FALSE,NA,"445658745289580544",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","crafterei",0,FALSE,FALSE,NA,NA
"2234",44,"RT @maximaxoo: #Space: #Andromeda #galaxy in different wavelengths
http://t.co/akW9U8ZYlo via @sagansense http://t.co/LB4kYSn7AX",FALSE,0,NA,"2014-03-19 22:32:30",FALSE,NA,"446413932035465216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","seankmcclain",78,TRUE,FALSE,NA,NA
"1821",229,"#Nike #Galaxy #ZoomRookie Size 10 $600 http://t.co/ZsmbBfKoGH",FALSE,0,NA,"2014-03-17 16:27:07",FALSE,NA,"445597205605670913",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","ThrowbacksNW",0,FALSE,FALSE,NA,NA
"222",24,"http://t.co/VgBT4hhJUY: #Heaven on #Earth in our #Galaxy #Sanctuary at #jademountain #stlucia #... http://t.co/YbukUQWxP7",FALSE,0,NA,"2014-03-18 22:38:58",FALSE,NA,"446053171514077184",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","888infinito888",0,FALSE,FALSE,NA,NA
"1398",105,"RT @GARIupdates: Samsung announces three #assistive technology accessories to improve #Galaxy #accessibility @GAATES http://t.co/I6uQEup1y9",FALSE,0,NA,"2014-03-17 20:09:20",FALSE,NA,"445653130081239041",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","NeilMilliken",4,TRUE,FALSE,NA,NA
"593",296,"Happy st.Patrick's day..‚Üí‚ôß‚ô£‚ôß‚Üê #emojis #galaxy #notthesame #itwillwork",FALSE,1,NA,"2014-03-17 13:47:16",FALSE,NA,"445556977025171456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LauraAnn22",0,FALSE,FALSE,NA,NA
"2594",8,"These are amazing. #galaxy #stars #cosmic #planets #colour #beautiful http://t.co/VGibmEFwz9",FALSE,0,NA,"2014-03-23 23:32:11",FALSE,NA,"447878505834225664",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Garretty6",0,FALSE,FALSE,NA,NA
"551",254,"Unlocked iPhones &amp; Samsung Galaxy phones now available in major US cities http://t.co/u6dF1scG0b #iphone #galaxy #NewYork #LosA...",FALSE,0,NA,"2014-03-17 15:33:19",FALSE,NA,"445583665926770688",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","expertz_ca",0,FALSE,FALSE,NA,NA
"2302",112,"#Chocolate #Coffee #galaxy #Jewels #Nuts #Caramel #Banu its depression guys dont judge me Ì†ΩÌ∏Ç http://t.co/3tvHP13NP4",FALSE,0,NA,"2014-03-19 21:39:30",FALSE,NA,"446400595659083777",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","UnnoticedArtist",0,FALSE,FALSE,NA,NA
"3477",2,"Because I can #galaxy #snapback #loop https://t.co/ZZ0JH23x0P",FALSE,0,NA,"2014-03-22 23:50:20",FALSE,NA,"447520686702342144",NA,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>","Ms_Kelz_Twin",0,FALSE,FALSE,NA,NA
"2152",261,"You'll find great #PayMonthly deals here, #Galaxy S4 - White #Frost ; Highly recommended, http://t.co/JzluS0L0IJ",FALSE,0,NA,"2014-03-17 15:28:04",FALSE,NA,"445582347032096768",NA,"<a href=""http://tweetadder.com"" rel=""nofollow"">TweetAdder v4</a>","EasyDealMobiles",0,FALSE,FALSE,NA,NA
"305",8,"Galaxy Note 3 Organic Leather Sleeve | PINK | http://t.co/3pDCKqRyQ1 | #GalaxyNote3Sleeve #Note3Sleeve #Note3Portel #Note3Cover #Galaxy...",FALSE,0,NA,"2014-03-17 23:31:08",FALSE,NA,"445703915045388289",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","crafterei",0,FALSE,FALSE,NA,NA
"4011",39,"#Samsung Officially Unveils #Galaxy #S5 Accessories, Including A Wireless Charger http://t.co/VdvDzVRK7l via @techrez",FALSE,0,NA,"2014-03-25 22:39:25",FALSE,NA,"448590003728175104",NA,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","techrez",0,FALSE,FALSE,NA,NA
"433",136,"RT @VictorianSteam: He screamed ""Paris will have the tallest structure in the world!"" #paris #Apple #Sony #Samsung #Galaxy #Tab #SXSW http:‚Ä¶",FALSE,0,NA,"2014-03-17 19:23:18",FALSE,NA,"445641543244709888",NA,"web","LincolnsBoombox",1,TRUE,FALSE,NA,NA
"710",15,"RT @maximaxoo: #Space: M81, Bodes #Galaxy, incredible shot by Raivo Hein
http://t.co/Jy7ZEm8vNC via @sci_universe http://t.co/9vQk2tGk7x",FALSE,0,NA,"2014-03-17 23:24:46",FALSE,NA,"445702312053338112",NA,"web","stewart_dixon",71,TRUE,FALSE,NA,NA
"614",18,"Galaxy Note 3 Organic Leather Sleeve | GT40 | http://t.co/jnqgYVZ1gU | #GalaxyNote3Sleeve #Note3Sleeve #Note3Portel #Note3Cover #Galaxy...",FALSE,0,NA,"2014-03-19 10:32:25",FALSE,NA,"446232718129778688",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","crafterei",0,FALSE,FALSE,NA,NA
"1134",140,"my personal pair! #galaxy #stars #paint #customized #shoes #sneaker #art #vans #blue CHECK http://t.co/0Z5TSjyMGg http://t.co/t206YDXy3K",FALSE,0,NA,"2014-03-17 19:19:14",FALSE,NA,"445640520908296192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WakeUpArtist",0,FALSE,FALSE,NA,NA
"760",65,"This weekend's fun #Bowlin Ì†ºÌæ≥
#LakewoodLanes #Galaxy #ImNotNiceTho #JustFun #Obey Ì†ΩÌ±å http://t.co/dq2Gu0PzDW",FALSE,0,NA,"2014-03-17 21:39:56",FALSE,NA,"445675931055964161",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","I_Do_IT_Spellz",0,FALSE,FALSE,NA,NA
"1415",122,"eCog Hades &amp; iCog Pluto WARRIOR GODS OF THE TABLET UNDERWORLD http://t.co/RshRAQcE60 ‚Ä¶ #iPad #Galaxy #Samsung #SXSW http://t.co/sLDpSD2yDU",FALSE,3,NA,"2014-03-17 19:35:52",FALSE,NA,"445644705137561600",NA,"web","LincolnsBoombox",1,FALSE,FALSE,NA,NA
"379",82,"Chocoholics. Ì†ºÌΩ´ @laurenfinch7 #chocolate #galaxy #ripple #bites #counters http://t.co/vKqEUuZdjc",FALSE,0,NA,"2014-03-17 20:53:06",FALSE,NA,"445664144172535808",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","JoshBlythman",0,FALSE,FALSE,NA,NA
"1699",107,"#fathersday Choose your #kindle http://t.co/zGTbtxbXVf #reading #books #kindle #ipad #galaxy  @libroskindle",FALSE,0,NA,"2014-03-17 20:07:09",FALSE,NA,"445652580320817152",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","ibooks4u",0,FALSE,FALSE,NA,NA
"3519",44,"RT @maximaxoo: #Space: #spiral #galaxy NGC 5793, beautiful dust lane &amp; intensely bright center
http://t.co/yh0aYHUWPF | @NASAGoddard http:/‚Ä¶",FALSE,0,NA,"2014-03-22 23:04:57",FALSE,NA,"447509263200845824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rcarter67606",47,TRUE,FALSE,NA,NA
"1917",26,"RT @maximaxoo: #Space: Arp 240, an astonishing #galaxy pair of #spiral galaxies of similar mass and size - http://t.co/KlseG93PTw http://t.‚Ä¶",FALSE,0,NA,"2014-03-17 22:49:33",FALSE,NA,"445693448947892224",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","MiguelNogueras",36,TRUE,FALSE,NA,NA
"1053",59,"todays pick up #galaxy #rookies http://t.co/zbJyS53ino",FALSE,0,NA,"2014-03-17 21:52:44",FALSE,NA,"445679150930870273",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","mersudinsuljic",0,FALSE,FALSE,NA,NA
"2822",38,"So @Westpac joins @CommBank with NFC tap-and-go using your new #galaxy S5 from Samsung #galaxys5launch",FALSE,1,NA,"2014-03-26 08:27:12",FALSE,NA,"448737920401170432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yourtechlife",3,FALSE,FALSE,NA,NA
"1976",85,"Addicted to purple stars... #espeon #pokemon #galaxy #magic #sailormoon http://t.co/MSWzbWWQOL",FALSE,0,NA,"2014-03-17 20:49:10",FALSE,NA,"445663154379718656",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","OlivierPapineau",0,FALSE,FALSE,NA,NA
"3037",56,"The #Samsung #Galaxy commercial with the pencil is super funny. Also, it clearly appeals to the multi-tasking crowd. What's your preference?",FALSE,0,NA,"2014-03-18 21:56:30",FALSE,NA,"446042487640322048",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","dptwitty",0,FALSE,FALSE,NA,NA
"3104",24,"I definitely. Need a phone case this mg Big AF'image faint. If I drop it,,but I'm in ‚ù§ wit My #galaxy.Mega.bby!!",FALSE,0,NA,"2014-03-19 23:15:01",FALSE,NA,"446424632204492800",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","tionjscallmeRED",0,FALSE,FALSE,NA,NA
"1429",136,"RT @VictorianSteam: He screamed ""Paris will have the tallest structure in the world!"" #paris #Apple #Sony #Samsung #Galaxy #Tab #SXSW http:‚Ä¶",FALSE,0,NA,"2014-03-17 19:23:18",FALSE,NA,"445641543244709888",NA,"web","LincolnsBoombox",1,TRUE,FALSE,NA,NA
"64",64,"RT @Afrinolly: @omojuwa Enjoy the best of African entertainment on your #Galaxy. Download Afrinolly http://t.co/mP8H5qY33I http://t.co/Pehd‚Ä¶",FALSE,0,NA,"2014-03-18 16:12:13",FALSE,NA,"445955846137446400",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Onigold",1,TRUE,FALSE,NA,NA
"1481",188,"Give Me Peace #art #sketch #sketchbookmobile #sbm #galaxy #note #3 #sgn3 #photoshop #digital #love‚Ä¶ http://t.co/NOzRFM6r4o",FALSE,0,NA,"2014-03-17 17:59:31",FALSE,NA,"445620461146497024",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","DamienRahm",0,FALSE,FALSE,NA,NA
"3168",88,"RT @maximaxoo: #Space: #Andromeda #galaxy in different wavelengths
http://t.co/akW9U8ZYlo via @sagansense http://t.co/LB4kYSn7AX",FALSE,0,NA,"2014-03-19 21:56:07",FALSE,NA,"446404776440631296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","croce_roberto",78,TRUE,FALSE,NA,NA
"2964",180,"#iPhone #App #Pattern #Shooter - #Photo &amp; Video #white #people #meet #samsung #galaxy #htc #8s #link:play.goog... http://t.co/PnnnqavOtB",FALSE,0,NA,"2014-03-26 03:37:58",FALSE,NA,"448665133846241280",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","GabrieleGabel",0,FALSE,FALSE,NA,NA
"960",265,"RT If You Team #iPhone 
Fav If You Team #Galaxy",FALSE,0,NA,"2014-03-17 15:23:06",FALSE,NA,"445581095740796928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","053_TFL_KRAZY",0,FALSE,FALSE,NA,NA
"811",116,"Samsung Galaxy backdoor allows files access on the mobile's storage
http://t.co/JHWe8Ryy1B
#securityaffairs #Samsung #backdoor #Galaxy",FALSE,0,NA,"2014-03-17 19:49:39",FALSE,NA,"445648175521861633",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","securityaffairs",1,FALSE,FALSE,NA,NA
"3631",57,"RT @LincolnsBoombox: My shops &lt;http://t.co/0jmNJaVquQ&gt; &lt;http://t.co/8UJOQGb0wY&gt; #Sony #iPad #iPhone #Galaxy #Italy #Altec #Samsung #SXSW ht‚Ä¶",FALSE,0,NA,"2014-03-23 22:07:44",FALSE,NA,"447857252251086848",NA,"web","AdmiralWilhelm",2,TRUE,FALSE,NA,NA
"2549",62,"RT @scheinwelt23: #Orion
#Universe
#Stars
#Galaxy

‚ñ≤¬≤3 http://t.co/FtV7cUGaxn",FALSE,0,NA,"2014-03-23 22:06:00",FALSE,NA,"447856818455576577",NA,"web","supermofischer",8,TRUE,FALSE,NA,NA
"3734",61,"#mmm #galaxy #chocolate #yummy http://t.co/tkwjKOX6xY",FALSE,1,NA,"2014-03-24 21:03:17",FALSE,NA,"448203422039564288",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","sarahborley20",0,FALSE,FALSE,NA,NA
"3143",63,"The #Highland keeping it classy. #Galaxy #theater #austin #ATX #vacation #legomovie #night #neon‚Ä¶ http://t.co/Mh9d2qZPDJ",FALSE,0,NA,"2014-03-19 22:14:07",FALSE,NA,"446409307077500928",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","MochaMikeLI",0,FALSE,FALSE,NA,NA
